id_sample;NAT1;BIRC5;BAG1;BCL2;BLVRA;CCNB1;CCNE1;CDC6;CDC20;CDH3;CENPF;EGFR;ERBB2;ESR1;FGFR4;FOXC1;GRB7;FOXA1;KRT5;KRT14;KRT17;MAPT;MDM2;MKI67;MMP11;MYBL2;MYC;PGR;RRM2;SFRP1;TYMS;MIA;EXO1;PTTG1;MELK;NDC80;KIF2C;UBE2C;ORC6;SLC39A6;PHGDH;GPR160;UBE2T;CXXC5;ANLN;CEP55;ACTR3B;MLPH;NUF2;TMEM45B;pam50
TCGA-A1-A0SG-01A;1.7942599999999997;2.276154;4.364211;3.669026;4.595264;3.5561910000000005;0.5555399999999999;1.5335290000000001;3.3531660000000003;0.057513;2.259476;1.334681;5.758243;5.990024;3.560325;1.008024;2.820744;6.2561029999999995;3.667793;4.266332;4.294398999999999;3.990958;4.171087;2.072653;6.817259;2.673378;3.078369;5.655594000000001;2.033572;2.200889;2.861853;0.274951;1.072824;2.293269;1.6429150000000001;1.2643360000000001;2.118199;3.2093849999999997;1.6780509999999997;8.072074;0.796227;3.355436;2.923607;5.678719999999999;2.026399;1.9471889999999998;1.079618;6.0543;1.101083;3.3340160000000005;luminal-A
TCGA-A1-A0SH-01A;2.716059;2.368525;3.430543;3.014713;5.123425;2.945011;0.6245470000000001;1.125048;2.167636;0.097683;2.2391360000000002;2.173689;6.204325;2.337218;3.885073;1.660577;2.5313060000000003;5.890193;4.779146;5.824909;5.379626;1.463241;2.87873;2.007257;6.3657699999999995;2.1176909999999998;3.355365;3.7436199999999995;1.5061870000000002;4.53565;2.0767889999999998;0.923881;0.9225540000000001;1.392082;1.261391;0.98754;1.5332700000000001;2.454988;0.501264;7.246122;1.843994;4.804412999999999;2.790007;3.6473989999999996;1.4577280000000001;1.840489;0.8997850000000001;3.663811;0.6276579999999999;2.438093;luminal-A
TCGA-A1-A0SI-01A;4.003916;3.5842050000000003;2.696213;1.9851740000000002;5.394113;4.878508;2.033845;2.036884;4.479095;0.126594;4.1539589999999995;1.654003;4.49395;4.008513;1.9077540000000002;1.286437;2.180357;6.020487;2.80577;3.729431;4.611376;2.924991;2.446256;3.769504;6.363830999999999;5.481254;2.9881919999999997;1.013102;3.5264330000000004;2.88958;3.187261;0.179172;2.902699;3.058971;3.3338989999999997;2.00235;3.50832;5.110701000000001;1.067533;5.442505000000001;4.578196;5.3798;4.930962;3.4840199999999997;3.2984080000000002;3.339687;1.032727;5.009338;2.818854;2.8098240000000003;luminal-B
TCGA-A1-A0SJ-01A;2.452022;3.5634940000000004;2.6070330000000004;4.477036;6.514692;4.978467;1.55897;2.642632;4.303081;0.10614100000000001;2.7689470000000003;2.315039;5.505851;4.182958999999999;1.521556;1.8991369999999999;3.8287709999999997;6.296876;5.912383999999999;6.2518650000000004;6.266068;0.853935;5.956857;3.435133;5.128933999999999;5.628302;4.728442;3.70561;3.997393;4.416059;3.486826;0.8987729999999999;1.78004;3.5838879999999995;2.504968;1.5463959999999999;3.115196;5.88739;1.584567;9.911565;2.057731;3.457643;4.521021;6.1460989999999995;3.325997;2.503475;0.8889819999999999;4.982794;2.577601;3.6718349999999997;luminal-A
TCGA-A1-A0SK-01A;0.138981;4.641622;3.5199050000000005;5.235401;3.30456;5.363628;3.6409339999999997;4.168397;5.8660440000000005;0.023585;4.680994999999999;2.1361220000000003;1.356652;0.056995000000000004;0.303085;1.045943;3.5610129999999995;4.745145;4.539657;0.738827;3.25109;0.70475;3.024002;5.160247;4.036675;6.317129;6.465999;0.038312;5.101599;6.225;6.415654;0.11356;2.380792;4.984038;4.485971;4.400291;4.705353;6.922178;2.342413;5.878849;6.2730120000000005;0.954313;6.256404;3.963317;4.640345;3.965025;3.15033;1.543289;4.068462;2.533038;basal-like
TCGA-A1-A0SN-01A;6.0287809999999995;2.795816;3.8809769999999997;2.254291;6.4986120000000005;5.650466000000001;1.840107;6.917908000000001;4.193471;0.071457;3.69624;1.328654;9.530059;5.597596;1.251468;1.397714;7.284071000000001;6.6398779999999995;3.430764;3.424352;3.80763;1.213568;3.348607;3.700732;6.126799;5.399558;4.339757;2.476311;4.963004;2.218023;3.581461;0.27977199999999997;2.856059;3.947851;3.145739;2.244008;3.036095;4.83413;0.9387709999999999;8.892474;2.045141;4.248308;3.954947;6.403334;3.5818309999999998;3.026508;0.895817;5.055707;2.542837;0.942534;luminal-B
TCGA-A1-A0SO-01A;1.1664649999999999;5.597193;1.995754;0.64045;4.196733;5.325359;2.941107;4.2352870000000005;5.563788;0.287655;5.096081;2.8498080000000003;5.736572;0.09020399999999999;2.803208;3.400404;3.8442879999999997;5.5627949999999995;1.398218;1.493466;1.1091870000000001;0.648482;2.4495259999999996;5.698795;3.221054;6.1532029999999995;6.016832;0.060221000000000004;6.240857;6.007716;5.7945400000000005;2.0393939999999997;4.252574;4.547046;4.3484;3.990975;4.8379449999999995;5.502242;1.949956;5.828224;5.529694999999999;2.529934;5.323624;1.088618;4.504283999999999;4.86304;0.5001720000000001;1.68527;3.9948099999999998;0.08530499999999999;basal-like
TCGA-A1-A0SP-01A;0.605863;5.176525;4.771836;4.352805;4.129175;5.201002;3.405253;2.8823630000000002;6.273147;0.03599;4.906585;3.347761;3.989147;0.6059720000000001;1.204018;4.665297;2.1761009999999996;3.495626;8.563228;5.4519519999999995;9.276621;0.17755;2.507003;3.6655230000000003;4.2540949999999995;6.449775;6.346508999999999;0.143715;4.554854;4.884556;5.231325;3.107725;2.923606;4.525233999999999;3.871689;3.5859699999999997;4.819676;6.674005;1.588622;5.399405000000001;6.167049;1.740435;4.76321;3.5848699999999996;5.308680000000001;4.205226000000001;2.794007;0.767515;2.807486;1.510075;basal-like
TCGA-A1-A0SQ-01A;1.7689970000000002;2.789683;4.598473;4.22538;4.942024;4.067494;0.76152;2.065737;3.3873599999999997;0.21245100000000003;2.861411;0.97919;4.832306;5.5800410000000005;5.2298029999999995;1.0123719999999998;3.126317;7.396845;3.488894;4.167236;3.571064;4.347652;3.100314;2.593127;2.346584;3.261524;4.1623779999999995;4.750977;2.996884;2.849303;3.400996;0.168132;1.569598;2.711805;1.963716;1.8821709999999998;2.571978;4.805315;1.245808;8.361036;0.9510940000000001;5.023027;4.053536;5.417683;2.4651490000000003;2.293857;1.128412;6.896615;1.542166;1.615787;luminal-A
TCGA-A2-A04N-01A;4.5234510000000006;2.206314;3.342831;3.406912;4.852515;3.351236;0.6243609999999999;1.611679;3.164094;0.016675;2.070967;1.139987;4.977837;5.805079;1.31138;1.16803;2.950609;7.1183559999999995;3.198701;4.044082;4.131508;4.513123;3.028517;1.9004889999999999;6.768378;1.872109;4.759415;5.799176;1.7405810000000002;2.086437;2.8568119999999997;0.254038;0.8594780000000001;2.2481299999999997;1.897095;1.628665;1.9514470000000002;3.38226;0.968822;7.208036999999999;1.501318;4.004443;3.077741;5.297569;2.235983;1.8649810000000002;1.416906;5.675368;1.277534;3.3447440000000004;luminal-A
TCGA-A2-A04P-01A;0.955651;5.05136;2.717407;1.144485;4.0212330000000005;4.526593;2.841799;2.095825;5.586151;0.078501;3.8555940000000004;2.626976;3.6040919999999996;1.96192;0.7594770000000001;6.0726510000000005;2.459938;1.70728;1.286017;3.126213;4.040411;0.357552;1.679556;2.433595;4.882115;4.2341940000000005;3.603532;0.074698;3.325471;5.551565;2.338101;2.345602;2.1455990000000003;5.335801;3.3968800000000003;3.138332;3.221125;5.844926999999999;2.572013;2.554577;5.321694;2.978818;5.05604;3.438653;2.673062;3.3969650000000002;2.446142;3.5036699999999996;2.895039;0.315308;basal-like
TCGA-A2-A04Q-01A;0.786457;4.636486;3.6730370000000003;2.060561;5.679753;4.763468;2.970556;2.2020779999999998;4.875931;0.031937;3.926197;2.9642720000000002;4.071954;0.571872;1.347404;5.631586;2.386454;2.418052;6.656071000000001;5.867818;5.286452;0.9626549999999999;2.5318080000000003;3.8692;5.059424;4.870723;5.328576;0.476555;3.3897129999999995;5.443105;4.091021;1.9084139999999998;2.486472;4.284154;4.341492;2.824969;3.5741410000000005;5.694567;1.879916;5.0968599999999995;3.751825;1.9318990000000003;5.004942;4.235302;3.413843;3.5489699999999997;1.336141;2.551397;3.213855;0.199496;basal-like
TCGA-A2-A04R-01A;5.20139;5.175694;5.102108;5.129847;6.5359370000000006;4.922579;1.088163;2.913665;3.680906;0.015438999999999998;3.88467;1.047344;5.188092;5.2214089999999995;0.07723300000000001;1.049341;3.269415;6.853350999999999;3.3553870000000003;3.783474;3.081452;4.548646;3.5596900000000002;3.876068;6.560566000000001;5.2709779999999995;5.947698;4.028201;3.48496;3.690662;4.321676;0.282593;2.159581;4.058111;3.505982;2.57328;2.9577709999999997;5.861051;1.77518;11.200256;1.069179;4.008068;5.422615;6.463584;3.7439989999999996;3.5208169999999996;1.424091;6.406231;2.9893509999999996;1.141629;luminal-B
TCGA-A2-A04T-01A;0.523189;5.066001;2.533585;1.816155;3.2234439999999998;5.278009;4.06085;2.88911;5.464408000000001;0.032831;4.982551;2.043344;4.609307;0.154161;1.292556;4.849931;2.792275;0.200435;6.864653999999999;5.234714;5.881276000000001;0.36243000000000003;3.820807;4.5979529999999995;3.7161690000000003;5.798209;5.517805;0.06862599999999999;4.339217;8.133;6.008654;4.251113;4.090644999999999;4.430459;3.6348260000000003;3.542042;4.818098;5.831887999999999;2.880492;5.667196;5.217068;0.955119;5.854754;1.778056;3.6869620000000003;4.0546690000000005;2.722594;0.40274099999999996;3.916025;0.170802;basal-like
TCGA-A2-A04U-01A;1.1702139999999999;5.351166;3.688972;2.309827;3.46536;5.576626999999999;3.904232;2.77;5.828639;0.014456;4.735779;0.777169;3.410911;0.034127;1.766857;4.1268769999999995;1.448749;0.7220880000000001;5.168508;3.9084529999999997;7.371047999999999;0.799343;2.7863729999999998;3.641467;5.634869;4.93527;5.5991610000000005;0.032576;3.9253489999999998;6.798013;4.209491000000001;5.211163;3.057077;6.705297;4.028893;3.715535;3.82436;7.4267199999999995;3.53531;4.884732;7.084105;1.635305;5.671088;2.111417;2.722646;3.713463;3.010018;0.23483099999999998;3.6080769999999998;0.555415;basal-like
TCGA-A2-A04V-01A;5.133826999999999;3.4254269999999996;4.8327480000000005;4.599524;4.10604;4.371828;0.948032;2.105648;3.8304160000000005;0.020374;2.811855;0.807629;5.489833999999999;5.4737089999999995;0.812692;0.95209;3.499125;7.225460000000001;0.116826;0.071074;0.5464760000000001;3.997262;2.80744;2.6491759999999998;6.720210000000001;3.442542;4.742617;0.468641;2.179563;0.874175;3.686886;0.155194;1.218813;3.536342;2.518071;2.537054;2.750028;4.975748;0.9442229999999999;6.7246559999999995;1.412783;3.6230290000000003;3.5127260000000002;4.883783;2.012716;2.767741;1.111658;5.35807;2.14605;1.902971;luminal-A
TCGA-A2-A04W-01A;1.751698;3.2893480000000004;3.3655190000000004;0.953427;6.017146;4.201598000000001;3.179041;4.916766;5.032562;0.121984;2.566396;1.726736;8.639057000000001;0.563441;0.737742;1.630665;6.138532;6.375559;0.401044;0.611286;1.122658;0.20859899999999998;2.060715;2.8209419999999996;6.940614999999999;3.915774;3.7094150000000004;0.12228599999999999;3.547367;1.339275;1.402973;0.023583;1.351704;2.4153580000000003;3.445293;0.7230800000000001;2.46955;4.980276;2.041657;4.88241;4.6340449999999995;3.148533;3.9569099999999997;4.212648000000001;3.0222569999999997;2.457859;0.853016;4.177523000000001;1.6484860000000001;4.9128110000000005;HER2-enriched
TCGA-A2-A04X-01A;1.111612;3.627965;4.594536;2.0491650000000003;6.435528;4.812838;1.8726630000000002;2.2241169999999997;4.127748;0.042363;2.073438;0.378842;8.355506;2.47399;4.014785;1.318969;5.566318;6.931311;2.308086;2.902273;2.6602069999999998;0.18472;3.218778;3.4166269999999996;5.597916000000001;4.91046;3.534185;2.197894;5.2330190000000005;1.418806;3.425758;0.098294;1.9210919999999998;3.89207;3.382855;2.644444;3.2885480000000005;5.627518;2.119802;5.82073;3.0453770000000002;4.841137000000001;3.6972199999999997;4.263603;3.1399060000000003;3.382046;0.8632120000000001;6.707692999999999;1.682823;4.747283;HER2-enriched
TCGA-A2-A04Y-01A;6.116497;3.5765050000000005;4.310173000000001;3.9776949999999998;4.96678;4.9281489999999994;1.802846;2.53932;4.060194999999999;0.405721;2.8936580000000003;0.977376;5.075687;4.493669000000001;2.439395;1.452553;3.076921;6.7090559999999995;2.814342;3.6781010000000003;3.7411519999999996;0.539747;4.19947;3.117269;4.368171;3.101219;4.204568;1.675515;3.7593010000000002;3.063909;3.6709680000000002;0.156143;0.8868;3.586666;2.924243;2.7779119999999997;2.6445990000000004;5.121636;1.8129540000000002;9.077886;2.2423319999999998;3.9067019999999997;5.080779;4.995823000000001;2.562893;3.03022;0.97754;4.40545;2.936188;1.916059;luminal-B
TCGA-A2-A0CK-01A;5.436991;3.382278;3.897415;4.253493;4.902895;3.9439940000000004;0.815718;1.846024;4.1498550000000005;0.046187;2.716663;1.430809;5.7375989999999994;3.7517440000000004;0.9785010000000001;1.945689;4.526573;6.726927000000001;4.740882;6.461518;4.875030000000001;2.926395;2.573897;2.385377;4.23781;3.421089;5.765347;2.975393;2.452654;4.794796;3.472915;1.775953;1.316749;3.575289;1.67294;1.6995189999999998;2.7549349999999997;4.406680000000001;0.723137;6.14182;2.500743;3.2893449999999995;4.0687050000000005;4.990496;1.461011;2.191309;1.7084650000000001;5.574142;1.871434;1.564845;luminal-A
TCGA-A2-A0CM-01A;1.083974;5.021602;4.072282;1.446485;4.382134;5.755394;5.271498;2.821631;6.423514;0.08164099999999999;4.952536;2.133203;3.7566019999999996;0.7144739999999999;0.518469;5.476697;3.153268;0.848575;7.3996949999999995;8.318387;6.097365;0.209785;3.074661;4.643173;3.091239;6.105328;7.223992;0.07424800000000001;4.7251650000000005;5.2430449999999995;4.378481;1.888866;2.9384189999999997;4.713843;4.891083999999999;4.099986;4.5122089999999995;6.719192999999999;2.559026;4.752127;3.9820010000000003;1.001675;5.572732;2.193234;4.116348;4.965253;2.2088490000000003;0.323101;4.012042;0.103235;basal-like
TCGA-A2-A0CO-01A;4.556244;1.341736;3.865582;3.7007239999999997;5.08669;2.003243;0.59632;0.791642;1.7781799999999999;0.087072;0.9419649999999999;2.255035;5.815491000000001;4.668508999999999;1.3325049999999998;2.8261540000000003;3.734524;6.0188239999999995;6.5396;7.501896;7.277772;3.1941740000000003;2.414847;1.2328940000000002;3.721718;2.371514;6.546794;2.0165330000000004;1.6641720000000002;5.21316;2.166464;1.44478;0.30079;1.818383;0.703106;0.8392430000000001;1.015301;1.961848;0.36186999999999997;8.147005;3.2636;3.952324;1.8020630000000002;4.582661;0.6074890000000001;1.060463;1.2604;6.626878;0.9188799999999999;2.214064;luminal-A
TCGA-A2-A0CP-01A;4.455806;1.166985;3.7087269999999997;3.020118;5.107126;2.4334860000000003;0.43873599999999996;0.716936;1.911719;0.099244;0.831867;2.11612;4.904428;4.037707;2.145273;1.8517150000000002;2.504055;5.5095339999999995;5.980180000000001;6.991988;5.945885;4.2100290000000005;2.656573;0.701487;6.421762;1.444045;4.716721;4.861127;0.8195790000000001;5.842809;1.761537;2.433447;0.293429;1.52746;0.608718;0.773563;1.1009520000000002;2.211182;0.267783;5.819858;2.762126;2.8400830000000004;2.268014;5.109244;0.613448;0.791164;1.953165;5.521526000000001;0.45164899999999997;1.751916;luminal-A
TCGA-A2-A0CQ-01A;7.759888;2.879384;4.114046;3.793566;6.30277;4.1129169999999995;0.613042;1.803321;3.61441;0.023718;3.2635330000000002;0.342024;5.048675;5.760276;0.465995;0.496046;2.788202;6.932942999999999;2.8754;3.924667;3.6336559999999998;3.804632;2.5964650000000002;2.346988;6.122580999999999;1.9201400000000002;3.012699;3.625655;2.5573360000000003;1.065207;3.1670439999999997;0.358829;1.324605;3.513384;1.799135;2.268638;2.3923810000000003;4.4585230000000005;0.5096649999999999;9.094327;4.275103;2.9157189999999997;4.063286;5.216089;2.315753;2.5227779999999997;1.293824;5.911767;2.181679;2.642953;luminal-A
TCGA-A2-A0CR-01A;5.224489;2.7023650000000004;4.1067730000000005;2.9144799999999997;5.612237;3.267055;0.936031;0.936107;3.757401;0.295431;1.129118;1.448202;4.453379;3.170249;0.698009;1.609848;3.5024300000000004;5.070582;6.013105;8.055264;6.956303999999999;2.347228;2.176454;1.803234;5.3612400000000004;3.5755739999999996;4.648184;2.859285;2.579326;5.29512;3.5988839999999995;3.6921120000000003;0.6227729999999999;3.8317620000000003;1.405291;1.586537;2.277339;4.248436;0.521903;5.246972;4.431932;2.768434;3.19887;5.301552;0.770613;1.432696;1.219164;5.74525;0.9796549999999999;3.239426;luminal-A
TCGA-A2-A0CS-01A;7.944214;2.233503;4.057482;4.27267;4.789561;3.90268;0.696979;1.372118;2.378729;0.026444;2.034222;0.533576;5.422967;6.016152;0.5381229999999999;0.82711;3.046017;7.078335000000001;1.0921969999999999;2.130251;1.75301;4.258154;2.7778490000000002;1.745471;7.050553;2.891444;2.671375;3.5444769999999997;1.8024069999999999;1.327964;2.615837;0.279024;0.994654;2.732442;1.988207;1.34473;1.236359;3.683681;0.533099;8.663993;0.939218;3.9270480000000005;3.938187;4.910554;1.645659;1.7633400000000001;1.3935549999999999;5.030591;1.1725709999999998;2.308162;luminal-A
TCGA-A2-A0CT-01A;7.2612820000000005;4.1190050000000005;3.146128;3.759892;6.584509;4.658844;1.368443;3.2019349999999998;3.595061;0.198502;3.0275939999999997;1.0602719999999999;6.271658;5.814619;5.672813;1.023433;3.772901;6.774558;6.992286999999999;4.903541000000001;6.310333;0.225464;3.259058;2.597153;4.8951;3.4975980000000004;6.398015;0.177725;3.514614;1.85254;3.8704989999999997;0.045063;1.855314;3.316307;2.568539;2.306757;2.706257;5.75927;1.9967119999999998;7.989088000000001;1.3055809999999999;4.621174;4.487018;5.091367;3.10795;2.331954;0.917939;5.511131;2.444273;3.063546;luminal-A
TCGA-A2-A0CU-01A;2.025431;3.3604550000000004;3.605703;3.438211;4.9059099999999995;4.4142529999999995;1.617694;2.850875;3.5465839999999997;0.050344;2.916743;1.270569;6.005303;6.750886;0.713544;1.8842759999999998;3.75253;6.187619000000001;1.043117;1.7864779999999998;1.374951;5.071032;3.7698620000000003;2.749729;3.831927;3.600047;4.42357;1.005935;3.755703;2.801545;3.0928880000000003;0.08816399999999999;1.280425;3.1383330000000003;2.432291;1.567076;2.852097;4.303623;0.893875;8.390194000000001;2.96177;3.291672;3.9301150000000002;5.956746;3.3626400000000003;2.5406150000000003;1.513582;5.410139;1.3830959999999999;0.50392;luminal-A
TCGA-A2-A0CV-01A;7.617329;0.43258100000000005;4.716819;4.610273;4.948829;2.979954;0.362134;0.46356800000000004;1.660782;0.029106;0.890692;2.2029349999999996;4.784421;5.19773;0.17421199999999998;2.15462;3.687676;5.9778709999999995;5.436243;6.802747;6.421727;3.4727059999999996;3.118945;0.360708;4.209511;0.7726270000000001;5.182011;3.5441879999999997;0.6316;5.5879650000000005;1.6895759999999997;1.59209;0.147175;1.221554;1.372249;0.52771;0.422216;1.380185;0.21346700000000002;8.856361999999999;2.50238;4.457409999999999;2.890301;3.571108;1.4689780000000001;0.463582;1.648936;4.6997480000000005;0.473779;2.0254950000000003;luminal-A
TCGA-A2-A0CW-01A;6.958016000000001;5.577906;3.031807;4.142447;5.991953;5.806456;4.000628;3.2590310000000002;5.396256;0.123678;3.961062;1.038936;5.520857;6.281162999999999;2.855689;0.618092;3.4635190000000002;6.912304;1.8988150000000001;2.497393;1.8349;0.30846799999999996;2.809085;3.455365;3.506243;6.783683;3.799401;3.418561;4.722176999999999;1.7111490000000003;3.5143739999999997;0.164139;2.70575;4.417701;4.488175;3.3938269999999995;3.856499;7.7787880000000005;2.613146;9.176714;2.0310650000000003;4.083804;5.504477;5.937828;3.165713;4.270675;1.573007;4.040154;3.145957;1.3168389999999999;luminal-B
TCGA-A2-A0CX-01A;4.965762000000001;3.75814;2.739082;1.024209;4.566261;4.323601;2.324509;3.070445;3.821489;0.067888;4.031658999999999;1.093656;8.896738000000001;0.9401450000000001;3.2956510000000003;1.1527020000000001;6.807747;6.249680000000001;3.720817;4.32209;4.312005;0.698749;2.6368009999999997;3.3321449999999997;6.090393;5.241969;5.635075;0.21164699999999997;4.5263;1.118276;2.6895830000000003;0.321836;3.251316;3.236812;2.6707080000000003;1.9746029999999999;2.8395799999999998;5.148318;2.126836;7.415222999999999;5.665558;2.504564;5.412257;3.668007;3.042817;3.416842;1.2567110000000001;4.477206;2.780777;2.3938330000000003;HER2-enriched
